"assay_id","doc_id","description","assay_organism","assay_chembl_id","aidx","pref_name","activity_id","molregno","standard_relation","standard_value","standard_units","standard_flag","standard_type","pchembl_value","toid","upper_value","standard_upper_value","src_id (#1)","type","relation","value","units","text_value","standard_text_value","standard_inchi_key","canonical_smiles","compound_chembl_id"
500016,46721,"Inhibition of CDK2",,"CHEMBL1022928","CLD0","Cyclin-dependent kinase 2",2639191,478915,"=",3100.0,"nM",1,"Ki",5.51,,,,1,"Ki","=",3100.0,"nM",,,"DJIOCMRPQBSLOC-HDJSIYSDSA-N","O[C@@H]1CC[C@H](CC1)Nc2ccc3nnc(c4cccc(c4)C(F)(F)F)n3n2","CHEMBL494221"
500016,46721,"Inhibition of CDK2",,"CHEMBL1022928","CLD0","Cyclin-dependent kinase 2",2639192,478702,">",4000.0,"nM",1,"Ki",,,,,1,"Ki",">",4000.0,"nM",,,"SENFEQVLOFSJFU-UHFFFAOYSA-N","FC(F)(F)c1cccc(c1)c2nnc3ccc(NC4CCNCC4)nn23","CHEMBL493169"
535836,44615,"Inhibition of Cdk2",,"CHEMBL994195","CLD0","Cyclin-dependent kinase 2",2486589,491688,">",8570.0,"nM",1,"Ki",,,,,1,"Ki",">",8.57,"uM",,,"HNODKCFEFLQKBO-UHFFFAOYSA-N","CCN1C2=C(C(=O)ON2)C(=O)c3cc(O)c(Cl)cc13","CHEMBL523823"
540289,46624,"Inhibition of human CDK2/Cyclin E by IMAP assay","Homo sapiens","CHEMBL1035820","CLD0","Cyclin-dependent kinase 2",2619049,495440,">",5000.0,"nM",1,"Ki",,,,,1,"Ki",">",5000.0,"nM",,,"FZSWHGABTFOPJB-UHFFFAOYSA-N","Cc1nc2sc3c(N)ncnc3c2c(C)c1CC=C","CHEMBL463119"
586028,48187,"Inhibition of CDK2",,"CHEMBL1063585","CLD0","Cyclin-dependent kinase 2",2722269,564512,">",30000.0,"nM",1,"Ki",,,,,1,"Ki",">",30.0,"uM",,,"TWTIIHVYOGLKME-SILNSSARSA-N","Cc1ccc2\C(=N\O)\C(=O)N(Cc3cc(F)cc4COCOc34)c2c1","CHEMBL551140"
588863,48531,"Inhibition of CDK2 by HTRF assay",,"CHEMBL1060308","CLD0","Cyclin-dependent kinase 2",2942578,571127,">",1000.0,"nM",1,"Ki",,,,,1,"Ki",">",1.0,"microM",,,"UPKYTOHUEMELIK-HNNXBMFYSA-N","O[C@H]1CCN(CC2=Nc3c(sc4ccc(cc34)c5ccc(O)cc5)C(=O)N2)C1","CHEMBL583187"
588863,48531,"Inhibition of CDK2 by HTRF assay",,"CHEMBL1060308","CLD0","Cyclin-dependent kinase 2",2942579,571178,">",1000.0,"nM",1,"Ki",,,,,1,"Ki",">",1.0,"microM",,,"DJUSDFVEBBYFFL-UHFFFAOYSA-N","Clc1ccc(Cl)c2c3N=CNC(=O)c3sc12","CHEMBL583144"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938296,574964,">",2500.0,"nM",1,"Ki",,,,,1,"Ki",">",2500.0,"nM",,,"BATKTFZYDQZCLB-OAQYLSRUSA-N","COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1OC","CHEMBL569181"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938297,574915,"=",138.0,"nM",1,"Ki",6.86,,,,1,"Ki","=",138.0,"nM",,,"MPCQRPKDRXWSSR-OAQYLSRUSA-N","Cc1cnc(Nc2cccc3OCCOc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5","CHEMBL571722"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938298,575087,"=",170.0,"nM",1,"Ki",6.77,,,,1,"Ki","=",170.0,"nM",,,"YUPWBUPSOSSVKV-LJQANCHMSA-N","Cc1cnc(Nc2cccc3OC(F)(F)Oc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5","CHEMBL576683"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938299,575065,"=",209.0,"nM",1,"Ki",6.68,,,,1,"Ki","=",209.0,"nM",,,"GEPLEVYEUCTLJX-HXUWFJFHSA-N","Cc1cnc(Nc2cccc3OCOc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5","CHEMBL571484"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938300,575055,"=",250.0,"nM",1,"Ki",6.6,,,,1,"Ki","=",250.0,"nM",,,"GNNGWQSTNJCADU-RUZDIDTESA-N","Cc1cnc(Nc2cccc3CCCCc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5","CHEMBL570111"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938301,575047,"=",642.0,"nM",1,"Ki",6.19,,,,1,"Ki","=",642.0,"nM",,,"HOCNVQDRTVHYCW-XMMPIXPASA-N","Cc1cnc(Nc2cccc3CCCc23)nc1c4c[nH]c(c4)C(=O)N[C@H](CO)c5cccc(Cl)c5","CHEMBL568937"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938302,575012,"=",450.0,"nM",1,"Ki",6.35,,,,1,"Ki","=",450.0,"nM",,,"SJOKPCUBKAMNFF-HSZRJFAPSA-N","CCc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL571056"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938303,574963,"=",316.0,"nM",1,"Ki",6.5,,,,1,"Ki","=",316.0,"nM",,,"ZSHFRMIXWYVCCL-OAQYLSRUSA-N","Cc1cnc(Nc2ccc(Cl)cc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL576048"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938304,574947,"=",852.0,"nM",1,"Ki",6.07,,,,1,"Ki","=",852.0,"nM",,,"WUTVMXLIGHTZJC-OAQYLSRUSA-N","Cc1cnc(Nc2ccc(F)cc2Cl)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL583042"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938305,574936,"=",76.0,"nM",1,"Ki",7.12,,,,1,"Ki","=",76.0,"nM",,,"MSOZBJDLTCXBAV-JOCHJYFZSA-N","Cc1cc(Cl)ccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL568483"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938306,574905,"=",150.0,"nM",1,"Ki",6.82,,,,1,"Ki","=",150.0,"nM",,,"JTYHHTUGNXKIGP-JOCHJYFZSA-N","Cc1cnc(Nc2cccc(F)c2C)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL582829"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938307,574890,"=",41.0,"nM",1,"Ki",7.39,,,,1,"Ki","=",41.0,"nM",,,"UKLODWPLBDVRPZ-HSZRJFAPSA-N","Cc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1C","CHEMBL572157"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938308,574810,"=",69.0,"nM",1,"Ki",7.16,,,,1,"Ki","=",69.0,"nM",,,"UOENDEBKABBLDM-JOCHJYFZSA-N","Cc1cccc(c1)[C@@H](CO)NC(=O)c2cc(c[nH]2)c3nc(Nc4ccccc4)ncc3C","CHEMBL565460"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938309,574805,"=",290.0,"nM",1,"Ki",6.54,,,,1,"Ki","=",290.0,"nM",,,"VGURFJZGZCVPTA-OAQYLSRUSA-N","Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4","CHEMBL577193"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938310,574871,"=",1100.0,"nM",1,"Ki",5.96,,,,1,"Ki","=",1100.0,"nM",,,"PFHKAGAZRDERTK-NRFANRHFSA-N","Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@@H](CO)c4ccccc4","CHEMBL570367"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938311,574870,"<",100.0,"nM",1,"Ki",,,,,1,"Ki","<",100.0,"nM",,,"LEZLIAHSOVEHCJ-HXUWFJFHSA-N","Cc1cnc(Nc2ccccc2O)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL570366"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938312,574822,">",4000.0,"nM",1,"Ki",,,,,1,"Ki",">",4000.0,"nM",,,"YCXYNILFCBIHHV-OAQYLSRUSA-N","Cc1cnc(Nc2ccccc2C(F)(F)F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL571030"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938313,574780,"=",57.0,"nM",1,"Ki",7.24,,,,1,"Ki","=",57.0,"nM",,,"JBFYCFLBEYQHNC-OAQYLSRUSA-N","Cc1cnc(Nc2ccccc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL572162"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938314,574881,"=",210.0,"nM",1,"Ki",6.68,,,,1,"Ki","=",210.0,"nM",,,"PDGBJOHNOOKHMI-HSZRJFAPSA-N","CCc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL572361"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938315,574880,"=",140.0,"nM",1,"Ki",6.85,,,,1,"Ki","=",140.0,"nM",,,"CRTYIBGQZSHPSN-JOCHJYFZSA-N","Cc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL584754"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938316,574838,"=",240.0,"nM",1,"Ki",6.62,,,,1,"Ki","=",240.0,"nM",,,"AICUOEJPCSKION-OAQYLSRUSA-N","Cc1cnc(Nc2ccccc2Cl)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL571038"
591915,48516,"Inhibition of CDK2",,"CHEMBL1044905","CLD0","Cyclin-dependent kinase 2",2938317,574809,"=",16.0,"nM",1,"Ki",7.8,,,,1,"Ki","=",16.0,"nM",,,"PFHKAGAZRDERTK-OAQYLSRUSA-N","Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4","CHEMBL565459"
616300,50467,"Inhibition of CDK2",,"CHEMBL1102103","CLD0","Cyclin-dependent kinase 2",3200303,613649,"=",95.0,"nM",1,"Ki",7.02,,,,1,"Ki","=",95.0,"nM",,,"HGOPLFLDDUEUQT-UHFFFAOYSA-N","COc1ccc(cc1)C2=NNC(=O)/C/2=N\Nc3cccc(OC)c3","CHEMBL1080902"
616300,50467,"Inhibition of CDK2",,"CHEMBL1102103","CLD0","Cyclin-dependent kinase 2",3200329,613651,"=",62.0,"nM",1,"Ki",7.21,,,,1,"Ki","=",62.0,"nM",,,"IJGDAJQBJGDGGV-UHFFFAOYSA-N","COc1ccc(cc1)C2=NNC(=O)/C/2=N\Nc3cccnc3","CHEMBL1076721"
616300,50467,"Inhibition of CDK2",,"CHEMBL1102103","CLD0","Cyclin-dependent kinase 2",3200355,613860,"=",76.0,"nM",1,"Ki",7.12,,,,1,"Ki","=",76.0,"nM",,,"QJLGFFLAFOTCJD-UHFFFAOYSA-N","COc1ccncc1C2=NNC(=O)/C/2=N\Nc3ccccc3","CHEMBL1086736"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304985,520120,"=",390.0,"nM",1,"Ki",6.41,,,,1,"Ki","=",390.0,"nM",,,"GPSZYOIFQZPWEJ-UHFFFAOYSA-N","Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2","CHEMBL482967"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304986,632026,"=",3967.0,"nM",1,"Ki",5.4,,,,1,"Ki","=",3967.0,"nM",,,"ZINARMLOUXQARO-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)C)n2","CHEMBL1083484"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304987,632025,"=",432.0,"nM",1,"Ki",6.37,,,,1,"Ki","=",432.0,"nM",,,"WMIWANZLOJYLPU-UHFFFAOYSA-N","CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(C)nc4C)cc2","CHEMBL1083786"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304988,632024,"=",297.0,"nM",1,"Ki",6.53,,,,1,"Ki","=",297.0,"nM",,,"QLNAEPZXTGNWCX-UHFFFAOYSA-N","CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2","CHEMBL1083785"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304989,632023,"=",522.0,"nM",1,"Ki",6.28,,,,1,"Ki","=",522.0,"nM",,,"ZBYYPNTVDDUJTC-UHFFFAOYSA-N","CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(N)nc4C)cc2","CHEMBL1084969"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304990,631959,"=",151.0,"nM",1,"Ki",6.82,,,,1,"Ki","=",151.0,"nM",,,"KBXAGBWPAVTLBI-UHFFFAOYSA-N","CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2","CHEMBL1084630"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304991,631958,"=",156.0,"nM",1,"Ki",6.81,,,,1,"Ki","=",156.0,"nM",,,"KLIUCXHHFFVGMK-UHFFFAOYSA-N","CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2","CHEMBL1084629"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304992,631957,"=",1039.0,"nM",1,"Ki",5.98,,,,1,"Ki","=",1039.0,"nM",,,"WIFHQQKDNLBDGL-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2","CHEMBL1085626"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304993,631956,"=",32.0,"nM",1,"Ki",7.5,,,,1,"Ki","=",32.0,"nM",,,"VEJCMMPVTMQFME-UHFFFAOYSA-N","CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(CNC(=O)C)cc3)n2","CHEMBL1084715"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304994,631893,"=",463.0,"nM",1,"Ki",6.33,,,,1,"Ki","=",463.0,"nM",,,"LNGVCHKMQJKHDR-UHFFFAOYSA-N","CCNc1nc(C)c(s1)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2","CHEMBL1086088"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304995,631892,"=",256.0,"nM",1,"Ki",6.59,,,,1,"Ki","=",256.0,"nM",,,"OTACRQCAOBRLAZ-UHFFFAOYSA-N","CNc1nc(C)c(s1)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2","CHEMBL1083152"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304996,631891,"=",239.0,"nM",1,"Ki",6.62,,,,1,"Ki","=",239.0,"nM",,,"WOHBHEXSHHPQIV-UHFFFAOYSA-N","COc1cc(Nc2nccc(n2)c3sc(C)nc3C)cc(OC)c1OC","CHEMBL1083151"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304997,631890,"=",168.0,"nM",1,"Ki",6.78,,,,1,"Ki","=",168.0,"nM",,,"DGGKOQYFPRMYAH-UHFFFAOYSA-N","Cc1nc(C)c(s1)c2ccnc(Nc3ccc(N)cc3)n2","CHEMBL1084454"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304998,631889,"=",286.0,"nM",1,"Ki",6.54,,,,1,"Ki","=",286.0,"nM",,,"BFNPREZASZQRTJ-UHFFFAOYSA-N","CNc1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1","CHEMBL1083150"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3304999,66757,"=",251.0,"nM",1,"Ki",6.6,,,,1,"Ki","=",251.0,"nM",,,"FGGSNQOBRJVAKL-UHFFFAOYSA-N","CN(C)c1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1","CHEMBL46817"
634455,51347,"Inhibition of CDK2",,"CHEMBL1119481","CLD0","Cyclin-dependent kinase 2",3305000,67781,"=",2.0,"nM",1,"Ki",8.7,,,,1,"Ki","=",2.0,"nM",,,"DYTKVFHLKPDNRW-UHFFFAOYSA-N","Cc1nc(N)sc1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2","CHEMBL298445"
775873,59471,"Inhibition of CDK2",,"CHEMBL1912414","CLD0","Cyclin-dependent kinase 2",7849681,112224,"=",1300.0,"nM",1,"Ki",5.89,,,,1,"Ki","=",1.3,"uM",,,"DGWXOLHKVGDQLN-UHFFFAOYSA-N","Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1","CHEMBL303958"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578301,1285581,"=",501.19,"nM",1,"Ki",6.3,,,,7,"pKi","=",6.3,,,,"JJJSCYSPSKBQAX-UHFFFAOYSA-N","Cc1cccc(c1C)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3","CHEMBL1964290"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578302,1325059,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"QUZYEJUYJAWLOF-UHFFFAOYSA-N","COc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c(OC)c1","CHEMBL2003768"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578303,355067,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"ZXLFIHLBHMLHFJ-UHFFFAOYSA-N","Nc1ncnc2onc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12","CHEMBL213505"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578304,1304171,"=",5011.87,"nM",1,"Ki",5.3,,,,7,"pKi","=",5.3,,,,"GPSRFACTNSQKSI-UHFFFAOYSA-N","COc1ccc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)c1","CHEMBL1982880"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578305,193962,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"VEPKQEUBKLEPRA-UHFFFAOYSA-N","Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1","CHEMBL119385"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578306,1308325,"=",7.943,"nM",1,"Ki",8.1,,,,7,"pKi","=",8.1,,,,"MVJMMLFMPWITEJ-UHFFFAOYSA-N","NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1","CHEMBL1987034"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578307,1315232,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"XBYVOPRDASFDMY-UHFFFAOYSA-N","CCCn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4","CHEMBL1993941"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578308,1301726,"=",39.81,"nM",1,"Ki",7.4,,,,7,"pKi","=",7.4,,,,"CYLGCMABIBXHIQ-UHFFFAOYSA-N","COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4","CHEMBL1980435"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578309,1310584,"=",398.11,"nM",1,"Ki",6.4,,,,7,"pKi","=",6.4,,,,"PMXPVPGZZRMXIV-UHFFFAOYSA-N","Fc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2","CHEMBL1989293"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578310,353635,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"ZVDDPXIWKBBCQE-UHFFFAOYSA-N","CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccc(cc2)S(=O)(=O)C","CHEMBL377383"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578311,587422,"=",5011.87,"nM",1,"Ki",5.3,,,,7,"pKi","=",5.3,,,,"GKFFFOLFBJUEFN-UHFFFAOYSA-N","N(c1ccccc1)c2ccnc(Nc3ccccc3)n2","CHEMBL578061"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578312,1327177,"=",3162.28,"nM",1,"Ki",5.5,,,,7,"pKi","=",5.5,,,,"ZWVZORIKUNOTCS-UHFFFAOYSA-N","Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5","CHEMBL2005886"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578313,475561,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"ITAJXWHXKVYGCF-UHFFFAOYSA-N","NC(=O)c1sc(cc1OCc2ccccc2C(F)(F)F)n3cnc4ccccc34","CHEMBL481491"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578314,1072385,"=",251.19,"nM",1,"Ki",6.6,,,,7,"pKi","=",6.6,,,,"GVMDVMPNOAVKJR-UHFFFAOYSA-N","C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3","CHEMBL1682345"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578315,1294433,"=",1995.26,"nM",1,"Ki",5.7,,,,7,"pKi","=",5.7,,,,"DBKQWGCVGCVPIP-UHFFFAOYSA-N","CC(=O)Nc1c(sc2ccc(Cl)c(Cl)c12)C(=O)N","CHEMBL1973142"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578316,1294436,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"RAPYFGJGASETOS-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4nc(N)nc(N)c34)c1","CHEMBL1973145"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578317,1304215,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"PQNWNVWJXPSZFR-UHFFFAOYSA-N","COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2","CHEMBL1982924"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578318,1327227,"=",100.0,"nM",1,"Ki",7.0,,,,7,"pKi","=",7.0,,,,"ZRQXCQXWTLVASO-UHFFFAOYSA-N","CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5","CHEMBL2005936"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578319,1292432,">",7943.28,"nM",1,"Ki",,,,,7,"pKi","<",5.1,,,,"XNLJDUXNZQBRSE-UHFFFAOYSA-N","Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc(c3)C(=O)N)c1","CHEMBL1971141"
809171,51887,"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2",,"CHEMBL1963723","CLD0","Cyclin-dependent kinase 2",9578320,1317104,"=",12.59,"nM",1,"Ki",7.9,,,,7,"pKi","=",7.9,,,,"XPHWIERLJBFPFV-UHFFFAOYSA-N","NC1CCCCC1Nc2nccc(n2)c3c[nH]c4ncccc34","CHEMBL1995813"
