doc_id,doc_chembl_id,lead_mol_count,title,mol_count
119714,CHEMBL4765233,1,"From Lead to Drug Candidate: Optimization of 3-(Phenylethynyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine Derivatives as Agents for the Treatment of Triple Negative Breast Cancer.",54
74552,CHEMBL2412975,1,"Defining the key pharmacophore elements of PF-04620110: discovery of a potent, orally-active, neutral DGAT-1 inhibitor.",53
124380,CHEMBL5150075,1,Optimization of Benzamide Derivatives as Potent and Orally Active Tubulin Inhibitors Targeting the Colchicine Binding Site.,53
125122,CHEMBL5226341,1,Discovery of a Potent FLT3 Inhibitor (LT-850-166) with the Capacity of Overcoming a Variety of FLT3 Mutations.,53
89268,CHEMBL3351225,1,"Design, synthesis, and structure-activity and structure-pharmacokinetic relationship studies of novel [6,6,5] tricyclic fused oxazolidinones leading to the discovery of a potent, selective, and orally bioavailable FXa inhibitor.",53
117870,CHEMBL4680224,1,Discovery of pyridine tetrahydroisoquinoline thiohydantoin derivatives with low blood-brain barrier penetration as the androgen receptor antagonists.,53
58940,CHEMBL1828590,2,"Discovery of (2E)-3-{2-butyl-1-[2-(diethylamino)ethyl]-1H-benzimidazol-5-yl}-N-hydroxyacrylamide (SB939), an orally active histone deacetylase inhibitor with a superior preclinical profile.",53
136748,CHEMBL6096720,1,"Discovery of STX-721, a Covalent, Potent, and Highly Mutant-Selective EGFR/HER2 Exon20 Insertion Inhibitor for the Treatment of Non-Small Cell Lung Cancer.",53
128139,CHEMBL5380778,1,Structure-Directed Discovery of Potent Soluble Epoxide Hydrolase Inhibitors for the Treatment of Inflammatory Diseases.,53
124397,CHEMBL5154647,1,Discovery of seneciobipyrrolidine derivatives for the amelioration of glucose homeostasis disorders through 4E-BP1/Akt/AMPK signaling activation.,53
128897,CHEMBL5505971,1,"Discovery of novel, potent, selective and orally bioavailable HPK1 inhibitor for enhancing the efficacy of anti-PD-L1 antibody.",53
121165,CHEMBL4837240,1,"Discovery, Synthesis, and Evaluation of Highly Selective Vascular Endothelial Growth Factor Receptor 3 (VEGFR3) Inhibitor for the Potential Treatment of Metastatic Triple-Negative Breast Cancer.",53
130115,CHEMBL5579887,1,"Structure-Activity Relationship Studies of Substituted 2-Phenyl-1,2,4-triazine-3,5(2<i>H</i>,4<i>H</i>)-dione Analogues: Development of Potent eEF2K Degraders against Triple-Negative Breast Cancer.",53
126985,CHEMBL5338765,1,Discovery of Potent and Wild-Type-Sparing Fourth-Generation EGFR Inhibitors for Treatment of Osimertinib-Resistance NSCLC.,53
112877,CHEMBL4390688,1,Accelerating the discovery of DGAT1 inhibitors through the application of parallel medicinal chemistry (PMC).,53
137450,CHEMBL6127114,1,"Discovery of Bis-imidazolecarboxamide Derivatives as Novel, Potent, and Selective TNIK Inhibitors for the Treatment of Idiopathic Pulmonary Fibrosis.",53
93688,CHEMBL3621104,1,Discovery of Indoline-2-carboxamide Derivatives as a New Class of Brain-Penetrant Inhibitors of Trypanosoma brucei.,53
130124,CHEMBL5579896,1,Discovery of 2-Aryl-4-aminoquinazolin-Based LSD1 Inhibitors to Activate Immune Response in Gastric Cancer.,52
99810,CHEMBL3826935,1,Synthesis and Pharmacology of (Pyridin-2-yl)methanol Derivatives as Novel and Selective Transient Receptor Potential Vanilloid 3 Antagonists.,52
129883,CHEMBL5550215,1,"Discovery of Novel Imidazo[1,2-<i>a</i>]pyridine-Based HDAC6 Inhibitors as an Anticarcinogen with a Cardioprotective Effect.",52
105108,CHEMBL4028883,1,Discovery of a Parenteral Small Molecule Coagulation Factor XIa Inhibitor Clinical Candidate (BMS-962212).,52
128854,CHEMBL5500409,1,"Discovery of 5-(Piperidin-4-yl)-1,2,4-oxadiazole Derivatives as a New Class of Human Caseinolytic Protease P Agonists for the Treatment of Hepatocellular Carcinoma.",52
121247,CHEMBL4840351,1,"Discovery of 1-Amino-1<i>H</i>-imidazole-5-carboxamide Derivatives as Highly Selective, Covalent Bruton's Tyrosine Kinase (BTK) Inhibitors.",52
109552,CHEMBL4257587,1,Easy-To-Synthesize Spirocyclic Compounds Possess Remarkable in Vivo Activity against Mycobacterium tuberculosis.,52
109833,CHEMBL4265954,1,"Discovery of potent liver-selective stearoyl-CoA desaturase-1 (SCD1) inhibitors, thiazole-4-acetic acid derivatives, for the treatment of diabetes, hepatic steatosis, and obesity.",52
137913,CHEMBL6178001,1,"Discovery of a Chiral 2,4-Substituted Pyrrolo[2,3-&lt;i&gt;d&lt;/i&gt;]pyrimidine as a Potent, Selective, and Orally Bioavailable LRRK2 Inhibitor.",52
127201,CHEMBL5346927,1,"Discovery of a novel 1H-pyrazole- [3,4-b] pyridine-based lysine demethylase 5B inhibitor with potential anti-prostate cancer activity that perturbs the phosphoinositide 3-kinase/AKT pathway.",52
104394,CHEMBL4007489,2,First Bispecific Inhibitors of the Epidermal Growth Factor Receptor Kinase and the NF-κB Activity As Novel Anticancer Agents.,52
112181,CHEMBL4368912,1,"Discovery and Development of N-[4-(1-Cyclobutylpiperidin-4-yloxy)phenyl]-2-(morpholin-4-yl)acetamide Dihydrochloride (SUVN-G3031): A Novel, Potent, Selective, and Orally Active Histamine H<sub>3</sub> Receptor Inverse Agonist with Robust Wake-Promoting Activity.",52
126500,CHEMBL5321287,1,"Discovery, Synthesis, and Evaluation of Novel Dual Inhibitors of a Vascular Endothelial Growth Factor Receptor and Poly(ADP-Ribose) Polymerase for BRCA Wild-Type Breast Cancer Therapy.",52
123937,CHEMBL5137074,1,"Discovery of an Orally Bioavailable and Selective PKMYT1 Inhibitor, RP-6306.",52
129714,CHEMBL5543141,1,"Discovery of TNG908: A Selective, Brain Penetrant, MTA-Cooperative PRMT5 Inhibitor That Is Synthetically Lethal with <i>MTAP</i>-Deleted Cancers.",51
118575,CHEMBL4706486,1,Usnic acid derivatives as tau-aggregation and neuroinflammation inhibitors.,51
112209,CHEMBL4368940,1,Development of a novel NURR1/NOT agonist from hit to lead and candidate for the potential treatment of Parkinson's disease.,51
128153,CHEMBL5380792,1,"Discovery of CZS-241: A Potent, Selective, and Orally Available Polo-Like Kinase 4 Inhibitor for the Treatment of Chronic Myeloid Leukemia.",51
137785,CHEMBL6153138,1,Discovery of Novel Aromatic Urea-Imidazole Salt Derivatives for Cancer Therapy via Targeting ERK1/2.,51
129433,CHEMBL5532677,1,From Hit to Lead: Structure-Based Optimization of Novel Selective Inhibitors of Receptor-Interacting Protein Kinase 1 (RIPK1) for the Treatment of Inflammatory Diseases.,51
127678,CHEMBL5360655,4,"Design, Synthesis, and Biological Evaluation of Novel P2X7 Receptor Antagonists for the Treatment of Septic Acute Kidney Injury.",51
130690,CHEMBL5625183,1,Discovery of a novel dual-target inhibitor of CDK12 and PARP1 that induces synthetic lethality for treatment of triple-negative breast cancer.,51
123566,CHEMBL5126626,1,Discovery of Potent and Selective Transient Receptor Potential Vanilloid 1 (TRPV1) Agonists with Analgesic Effects <i>In Vivo</i> Based on the Functional Conversion Induced by Altering the Orientation of the Indazole Core.,51
121579,CHEMBL5032495,1,Discovery of Novel Tacrine-Pyrimidone Hybrids as Potent Dual AChE/GSK-3 Inhibitors for the Treatment of Alzheimer's Disease.,50
128968,CHEMBL5506042,1,Discovery of the Clinical Candidate IDOR-1117-2520: A Potent and Selective Antagonist of CCR6 for Autoimmune Diseases.,50
99094,CHEMBL3797190,2,"Development of 3,5-Dinitrobenzylsulfanyl-1,3,4-oxadiazoles and Thiadiazoles as Selective Antitubercular Agents Active Against Replicating and Nonreplicating Mycobacterium tuberculosis.",50
137102,CHEMBL6114960,1,Discovery of First-in-Class FXR and HSD17B13 Dual Modulator for the Treatment of Metabolic Dysfunction-Associated Fatty Liver Disease.,50
129195,CHEMBL5518249,1,Structure-Guided Discovery and Preclinical Assessment of Novel (Thiophen-3-yl)aminopyrimidine Derivatives as Potent ERK1/2 Inhibitors.,50
120945,CHEMBL4831528,1,Discovery of Novel Pterostilbene-Based Derivatives as Potent and Orally Active NLRP3 Inflammasome Inhibitors with Inflammatory Activity for Colitis.,50
107512,CHEMBL4152387,1,Discovery of a Potent Grp94 Selective Inhibitor with Anti-Inflammatory Efficacy in a Mouse Model of Ulcerative Colitis.,50
126485,CHEMBL5321272,1,Discovery of 2-Aminopyrimidine Derivatives as Potent Dual FLT3/CHK1 Inhibitors with Significantly Reduced hERG Inhibitory Activities.,50
126852,CHEMBL5335799,7,"Design, Synthesis, and Evaluation of Inhibitors of Hedgehog Acyltransferase.",50
65990,CHEMBL2169772,1,"Discovery of (2S)-1-[4-(2-{6-amino-8-[(6-bromo-1,3-benzodioxol-5-yl)sulfanyl]-9H-purin-9-yl}ethyl)piperidin-1-yl]-2-hydroxypropan-1-one (MPC-3100), a purine-based Hsp90 inhibitor.",50
111052,CHEMBL4330105,2,Identification of novel azaindazole CCR1 antagonist clinical candidates.,50
128841,CHEMBL5500396,1,"Discovery, Multiparametric Optimization, and Solid-State Driven Identification of CHF-6550, a Novel Soft Dual Pharmacology Muscarinic Antagonist and β<sub>2</sub> Agonist (MABA) for the Inhaled Treatment of Respiratory Diseases.",50
123641,CHEMBL5131397,1,Discovery and Optimization of Pyrazole Amides as Inhibitors of ELOVL1.,50
98621,CHEMBL3774372,1,"Design, physico-chemical properties and biological evaluation of some new N-[(phenoxy)alkyl]- and N-{2-[2-(phenoxy)ethoxy]ethyl}aminoalkanols as anticonvulsant agents.",50
124549,CHEMBL5154799,1,Discovery of a Novel Stilbene Derivative as a Microtubule Targeting Agent Capable of Inducing Cell Ferroptosis.,50
137214,CHEMBL6120943,3,"Discovery of A-910, a Highly Potent and Orally Bioavailable Dual MerTK/Axl-Selective Tyrosine Kinase Inhibitor.",49
137290,CHEMBL6121019,1,"Design, synthesis and biological evaluation of bisnoralcohol derivatives as novel IRF4 inhibitors for the treatment of multiple myeloma.",49
121139,CHEMBL4837214,1,"Design, synthesis, and biological evaluation of novel tetrahydroprotoberberine derivatives to reduce SREBPs expression for the treatment of hyperlipidemia.",49
111797,CHEMBL4354805,1,"Discovery of MK-8719, a Potent O-GlcNAcase Inhibitor as a Potential Treatment for Tauopathies.",49
129423,CHEMBL5532667,1,"Discovery of (2<i>S</i>)-<i>N</i>-(6-Cyano-5-(trifluoromethyl)pyridin-3-yl)-3-(6-(4-cyanophenyl)-3,6-diazabicyclo[3.1.1]heptan-3-yl)-2-hydroxy-2-methylpropanamide as a Highly Potent and Selective Topical Androgen Receptor Antagonist for Androgenetic Alopecia Treatment.",49
124632,CHEMBL5154882,1,Discovery of 4-Hydroxyquinazoline Derivatives as Small Molecular BET/PARP1 Inhibitors That Induce Defective Homologous Recombination and Lead to Synthetic Lethality for Triple-Negative Breast Cancer Therapy.,49
126488,CHEMBL5321275,1,"Discovery, Optimization, and Evaluation of Novel <i>N</i>-(Benzimidazol-5-yl)-1,3,4-thiadiazol-2-amine Analogues as Potent STAT3 Inhibitors for Cancer Treatment.",49
129290,CHEMBL5523760,1,"Design, Synthesis, and Evaluation of the Selective and Orally Active LSD1 Inhibitor with the Potential of Treating Heart Failure.",49
137467,CHEMBL6127131,1,"Design, Synthesis, and Biological Evaluation of New Selective PDE4 Inhibitors for Topical Treatment of Psoriasis.",49
121580,CHEMBL5032496,1,"Dynamics-Based Discovery of Novel, Potent Benzoic Acid Derivatives as Orally Bioavailable Selective Estrogen Receptor Degraders for ERα+ Breast Cancer.",49
111696,CHEMBL4350959,2,"Design and Identification of a Novel, Functionally Subtype Selective GABA<sub>A</sub> Positive Allosteric Modulator (PF-06372865).",49
137730,CHEMBL6153083,2,"Synthesis, Structural Modification, and Antismall Cell Lung Cancer Activity of 3-Arylisoquinolines with Dual Inhibitory Activity on Topoisomerase I and II.",49
121027,CHEMBL4834437,1,Improvement of Oral Bioavailability of Pyrazolo-Pyridone Inhibitors of the Interaction of DCN1/2 and UBE2M.,48
73727,CHEMBL2384910,2,"Lead optimization of 5-amino-6-(2,2-dimethyl-5-oxo-4-phenylpiperazin-1-yl)-4-hydroxyhexanamides to reduce a cardiac safety issue: discovery of DS-8108b, an orally active renin inhibitor.",48
47124,CHEMBL1138529,1,"Efficacy, pharmacokinetics, and metabolism of tetrahydroquinoline inhibitors of Plasmodium falciparum protein farnesyltransferase.",48
127021,CHEMBL5338801,1,Carbohydrate Strengthens the Immunotherapeutic Effect of Small-Molecule PD-L1 Inhibitors.,48
126536,CHEMBL5325416,1,Structure-guided identification of novel dual-targeting estrogen receptor α degraders with aromatase inhibitory activity for the treatment of endocrine-resistant breast cancer.,48
107490,CHEMBL4152365,1,"Discovery of DS-6930, a potent selective PPARγ modulator. Part I: Lead identification.",48
124509,CHEMBL5154759,1,Discovery of Aryl Benzoyl Hydrazide Derivatives as Novel Potent Broad-Spectrum Inhibitors of Influenza A Virus RNA-Dependent RNA Polymerase (RdRp).,48
105768,CHEMBL4043283,1,"Discovery and Preclinical Development of IIIM-290, an Orally Active Potent Cyclin-Dependent Kinase Inhibitor.",48
124404,CHEMBL5154654,1,"Design, synthesis and biological evaluation of 7-((7H-pyrrolo[2,3-d]pyrimidin-4-yl)oxy)-2,3-dihydro-1H-inden-1-one derivatives as potent FAK inhibitors for the treatment of ovarian cancer.",48
124166,CHEMBL5143671,3,Discovery of (R)-(3-fluoropyrrolidin-1-yl)(6-((5-(trifluoromethyl)pyridin-2-yl)oxy)quinolin-2-yl)methanone (ABBV-318) and analogs as small molecule Na<sub>v</sub>1.7/ Nav1.8 blockers for the treatment of pain.,48
116634,CHEMBL4622978,1,Tumor-Activated Benzothiazole Inhibitors of Stearoyl-CoA Desaturase.,48
122959,CHEMBL5108047,1,"Identification of <b>RP-6685</b>, an Orally Bioavailable Compound that Inhibits the DNA Polymerase Activity of Polθ.",48
104674,CHEMBL4017489,1,"Design, Synthesis, and Evaluation of New Selective NM23-H2 Binders as c-MYC Transcription Inhibitors via Disruption of the NM23-H2/G-Quadruplex Interaction.",48
122335,CHEMBL5055665,1,"Discovery of the Triazolo[1,5-<i>a</i>]Pyrimidine-Based Derivative WS-898 as a Highly Efficacious and Orally Bioavailable ABCB1 Inhibitor Capable of Overcoming Multidrug Resistance.",48
62865,CHEMBL2062454,2,SAR studies around a series of triazolopyridines as potent and selective PI3Kγ inhibitors.,48
129572,CHEMBL5537159,1,Discovery and SAR of JTE-151: A Novel RORγ Inhibitor for Clinical Development.,48
130239,CHEMBL5584309,1,Discovery of Novel Mcl-1 Inhibitors with a 3-Substituted-1<i>H</i>-indole-1-yl Moiety Binding to the P1-P3 Pockets to Induce Apoptosis in Acute Myeloid Leukemia Cells.,48
111162,CHEMBL4334437,1,Carbonic Anhydrase XII Inhibitors Overcome Temozolomide Resistance in Glioblastoma.,48
126554,CHEMBL5325434,2,"Discovery of novel, potent, and orally bioavailable HDACs inhibitors with LSD1 inhibitory activity for the treatment of solid tumors.",48
124810,CHEMBL5214905,1,"X-ray Structure-Guided Discovery of a Potent, Orally Bioavailable, Dual Human Indoleamine/Tryptophan 2,3-Dioxygenase (hIDO/hTDO) Inhibitor That Shows Activity in a Mouse Model of Parkinson's Disease.",47
136751,CHEMBL6096723,1,Discovery of novel capsaicin analogs as TRPV1 inhibitors for the treatment of idiopathic pulmonary fibrosis.,47
128858,CHEMBL5500413,1,Discovery of Novel Receptor Tyrosine Kinase-like Orphan Receptor 1 (ROR1) Inhibitors for Cancer Treatment.,47
66664,CHEMBL2176870,1,"From triclosan toward the clinic: discovery of nonbiocidal, potent FabI inhibitors for the treatment of resistant bacteria.",47
101284,CHEMBL3860059,1,"Design, Synthesis, and Biological Evaluation of First-in-Class Dual Acting Histone Deacetylases (HDACs) and Phosphodiesterase 5 (PDE5) Inhibitors for the Treatment of Alzheimer's Disease.",47
91799,CHEMBL3425511,1,Benzo[d]imidazole Transient Receptor Potential Vanilloid 1 Antagonists for the Treatment of Pain: Discovery of trans-2-(2-{2-[2-(4-Trifluoromethyl-phenyl)-vinyl]-1H-benzimidazol-5-yl}-phenyl)-propan-2-ol (Mavatrep).,47
136441,CHEMBL6083291,1,"Discovery of Thiochroman Derivatives as Potent, Oral Selective Estrogen Receptor Degraders and Antagonists for the Treatment of Endocrine-Resistant Breast Cancer.",47
121106,CHEMBL4837181,1,Discovery of indoximod prodrugs and characterization of clinical candidate NLG802.,47
136725,CHEMBL6096697,1,"Structure-Guided Discovery of Novel &lt;i&gt;N&lt;/i&gt;&lt;sup&gt;4&lt;/sup&gt;-(Substituted Thiazol-2-yl)-&lt;i&gt;N&lt;/i&gt;&lt;sup&gt;2&lt;/sup&gt;-(4-Substituted phenyl)pyrimidine-2,4-Diamines as Potent CDK2 and CDK9 Dual Inhibitors with High Oral Bioavailability.",47
110352,CHEMBL4304746,2,"Design, Synthesis, and Preclinical Efficacy of Novel Nonretinoid Antagonists of Retinol-Binding Protein 4 in the Mouse Model of Hepatic Steatosis.",47
127997,CHEMBL5370655,1,Discovery of Novel Fourth-Generation EGFR Inhibitors to Overcome C797S-Mediated Resistance.,47
137474,CHEMBL6127138,1,Advancements in NMDA Receptor-Targeted Antidepressants: From d-Cycloserine Discovery to Preclinical Efficacy of Lu AF90103.,47
126350,CHEMBL5316327,1,Design and Synthesis of Orally Active Quinolyl Pyrazinamides as Sigma 2 Receptor Ligands for the Treatment of Pancreatic Cancer.,47
130129,CHEMBL5579901,1,"Discovery of Novel [1,2,4]Triazolo[1,5-<i>a</i>]pyrimidine Derivatives as Novel Potent S-Phase Kinase-Associated Protein 2 (SKP2) Inhibitors for the Treatment of Cancer.",47
121843,CHEMBL5038637,1,"Discovery of Dual CDK6/PIM1 Inhibitors with a Novel Structure, High Potency, and Favorable Druggability for the Treatment of Acute Myeloid Leukemia.",47
60777,CHEMBL1938250,1,The discovery of non-benzimidazole and brain-penetrant prolylcarboxypeptidase inhibitors.,47
130844,CHEMBL5634125,1,Investigation of novel 5'-amino adenosine derivatives with potential anti-Zika virus activity.,47
126978,CHEMBL5338758,1,"Design, Synthesis, and Bioevaluation of Novel MyD88 Inhibitor c17 against Acute Lung Injury Derived from the Virtual Screen.",47
116417,CHEMBL4619772,11,Discovery and Structural Optimization of 4-(Aminomethyl)benzamides as Potent Entry Inhibitors of Ebola and Marburg Virus Infections.,47
116627,CHEMBL4622971,1,"The Optimization of a Novel, Weak Bromo and Extra Terminal Domain (BET) Bromodomain Fragment Ligand to a Potent and Selective Second Bromodomain (BD2) Inhibitor.",47
55665,CHEMBL1671841,1,Discovery of a potent nicotinic Acid receptor agonist for the treatment of dyslipidemia.,47
105883,CHEMBL4049458,1,"Structure-Based Optimization of Thiophene[3,2-d]pyrimidine Derivatives as Potent HIV-1 Non-nucleoside Reverse Transcriptase Inhibitors with Improved Potency against Resistance-Associated Variants.",47
105075,CHEMBL4028850,1,"Identification and Optimization of Pyrrolo[3,2-d]pyrimidine Toll-like Receptor 7 (TLR7) Selective Agonists for the Treatment of Hepatitis B.",47
105056,CHEMBL4028831,1,Improvement of hERG-ROMK index of spirocyclic ROMK inhibitors through scaffold optimization and incorporation of novel pharmacophores.,47
121070,CHEMBL4834480,1,"Discovery of 3,5-Dimethyl-4-Sulfonyl-1<i>H</i>-Pyrrole-Based Myeloid Cell Leukemia 1 Inhibitors with High Affinity, Selectivity, and Oral Bioavailability.",47
107381,CHEMBL4152256,4,"Structure-activity relationship of new antimalarial 1-aryl-3-susbtituted propanol derivatives: Synthesis, preliminary toxicity profiling, parasite life cycle stage studies, target exploration, and targeted delivery.",47
124220,CHEMBL5143725,1,Optimization of TEAD P-Site Binding Fragment Hit into In Vivo Active Lead <b>MSC-4106</b>.,47
111907,CHEMBL4359842,2,Multistage Screening Reveals 3-Substituted Indolin-2-one Derivatives as Novel and Isoform-Selective c-Jun N-terminal Kinase 3 (JNK3) Inhibitors: Implications to Drug Discovery for Potential Treatment of Neurodegenerative Diseases.,46
123951,CHEMBL5137088,3,Iterative Optimization and Structure-Activity Relationship Studies of Oseltamivir Amino Derivatives as Potent and Selective Neuraminidase Inhibitors <i>via</i> Targeting 150-Cavity.,46
127264,CHEMBL5352388,2,Identification of novel indole derivatives as highly potent and efficacious LSD1 inhibitors.,46
137321,CHEMBL6121050,2,Design and Discovery of Preclinical Candidate LYG-409 as a Highly Potent and Selective GSPT1 Molecular Glue Degraders.,46
108877,CHEMBL4229332,2,Novel multi-target azinesulfonamides of cyclic amine derivatives as potential antipsychotics with pro-social and pro-cognitive effects.,46
105008,CHEMBL4024803,1,New Steroidal 4-Aminoquinolines Antagonize Botulinum Neurotoxin Serotype A in Mouse Embryonic Stem Cell Derived Motor Neurons in Postintoxication Model.,46
108216,CHEMBL4190311,1,"Discovery of cycloalkyl-fused N-thiazol-2-yl-benzamides as tissue non-specific glucokinase activators: Design, synthesis, and biological evaluation.",46
121979,CHEMBL5046217,1,"Discovery of New Imidazo[2,1-<i>b</i>]thiazole Derivatives as Potent Pan-RAF Inhibitors with Promising <i>In Vitro</i> and <i>In Vivo</i> Anti-melanoma Activity.",46
122776,CHEMBL5104164,1,"Design, synthesis, and biological evaluation of pyrrolopyrimidine derivatives as novel Bruton's tyrosine kinase (BTK) inhibitors.",46
124507,CHEMBL5154757,1,Phosphodiesters as GPR84 Antagonists for the Treatment of Ulcerative Colitis.,46
124621,CHEMBL5154871,1,"Non-peptidyl non-covalent cathepsin C inhibitoEEr bearing a unique thiophene-substituted pyridine: Design, structure-activity relationship and anti-inflammatory activity in vivo.",46
124897,CHEMBL5214992,1,Potent Uncompetitive Inhibitors of Nicotinamide <i>N</i>-Methyltransferase (NNMT) as In Vivo Chemical Probes.,46
127000,CHEMBL5338780,1,Discovery of (<i>S</i>)-<i>N</i>-(2-Amino-4-fluorophenyl)-4-(1-(3-(4-((dimethylamino)methyl)phenyl)-6-oxopyridazin-1(6<i>H</i>)-yl)ethyl)benzamide as Potent Class I Selective HDAC Inhibitor for Oral Anticancer Drug Candidate.,46
127773,CHEMBL5365467,1,Discovery of ARD-1676 as a Highly Potent and Orally Efficacious AR PROTAC Degrader with a Broad Activity against AR Mutants for the Treatment of AR + Human Prostate Cancer.,46
129444,CHEMBL5532688,1,Carltonine-derived compounds for targeted butyrylcholinesterase inhibition.,46
129681,CHEMBL5543108,1,Structure-based design and synthesis of BML284 derivatives: A novel class of colchicine-site noncovalent tubulin degradation agents.,46
129706,CHEMBL5543133,1,Discovery of Potent and Selective PI3Kδ Inhibitors for the Treatment of Acute Myeloid Leukemia.,46
136045,CHEMBL6071180,1,"Discovery of Novel 5-(Pyridazin-3-yl)pyrimidine-2,4(1<i>H</i>,3<i>H</i>)-dione Derivatives as Potent and Orally Bioavailable Inhibitors Targeting Ecto-5'-nucleotidase.",46
136768,CHEMBL6096740,1,Discovery and Optimization of a Series of Novel Morpholine-Containing USP1 Inhibitors.,46
137817,CHEMBL6153170,1,Discovery of Novel and Highly Potent Dual PD-L1/Histone Deacetylase 6 Inhibitors with Favorable Pharmacokinetics for Cancer Immunotherapy.,46
74376,CHEMBL2407043,1,Hydantoin based inhibitors of MMP13--discovery of AZD6605.,46
97879,CHEMBL3758163,1,Extended structure-activity study of thienopyrimidine-based EGFR inhibitors with evaluation of drug-like properties.,46
130651,CHEMBL5620426,1,Discovery of 3-(1H-benzo[d]imidazole-2-yl)-1H-pyrazol-4 -amine derivatives as novel and potent syk inhibitors for the treatment of hematological malignancies.,45
107505,CHEMBL4152380,1,"Discovery, Synthesis, and Evaluation of Oxynitidine Derivatives as Dual Inhibitors of DNA Topoisomerase IB (TOP1) and Tyrosyl-DNA Phosphodiesterase 1 (TDP1), and Potential Antitumor Agents.",45
90859,CHEMBL3392969,1,"SAR156497, an exquisitely selective inhibitor of aurora kinases.",45
114525,CHEMBL4477206,1,Benzylpiperidine-Linked Diarylthiazoles as Potential Anti-Alzheimer's Agents: Synthesis and Biological Evaluation.,45
73818,CHEMBL2385071,1,Synthesis and biological investigation of coumarin piperazine (piperidine) derivatives as potential multireceptor atypical antipsychotics.,45
138002,CHEMBL6182893,1,Discovery of non-electrophilic TRPA1 channel agonists with anti-nociceptive effects via rapid current desensitization.,45
130504,CHEMBL5614424,1,Natural Product-Inspired Discovery of Naphthoquinone-Furo-Piperidine Derivatives as Novel STAT3 Inhibitors for the Treatment of Triple-Negative Breast Cancer.,45
82262,CHEMBL3232847,1,"Discovery of 6-phenylpyrimido[4,5-b][1,4]oxazines as potent and selective acyl CoA:diacylglycerol acyltransferase 1 (DGAT1) inhibitors with in vivo efficacy in rodents.",45
122929,CHEMBL5108017,1,Benzylaminofentanyl derivates: Discovery of bifunctional μ opioid and σ<sub>1</sub> receptor ligands as novel analgesics with reduced adverse effects.,45
104601,CHEMBL4014336,1,"Discovery of Clinical Candidate 2-((2S,6S)-2-Phenyl-6-hydroxyadamantan-2-yl)-1-(3'-hydroxyazetidin-1-yl)ethanone [BMS-816336], an Orally Active Novel Selective 11β-Hydroxysteroid Dehydrogenase Type 1 Inhibitor.",45
121961,CHEMBL5042543,1,Bridged Piperidine Analogues of a High Affinity Naphthalene-Based P2Y<sub>14</sub>R Antagonist.,45
129182,CHEMBL5518236,2,"Discovery of Clinical Candidate AZD5462, a Selective Oral Allosteric RXFP1 Agonist for Treatment of Heart Failure.",45
127199,CHEMBL5346925,1,"3,4-Dihydrobenzo[e][1,2,3]oxathiazine 2,2-dioxide analogs act as potential AMPA receptor potentiators with antidepressant activity.",45
128976,CHEMBL5506050,1,Discovery of Oral AMP-Activated Protein Kinase Activators for Treating Hyperlipidemia.,45
138032,CHEMBL6182923,1,Optimization of 1-Methyl-3-(pyridin-3-yl)-1&lt;i&gt;H&lt;/i&gt;-indol Derivatives as ROR1 Inhibitors with Improved Activity and Selectivity.,45
130226,CHEMBL5584296,1,Discovery of Novel Pyrimidine-Based Derivatives as Nav1.2 Inhibitors with Efficacy in Mouse Models of Epilepsy.,45
112394,CHEMBL4373708,1,"4,8-Dimethylcoumarin Inhibitors of Intestinal Anion Exchanger slc26a3 (Downregulated in Adenoma) for Anti-Absorptive Therapy of Constipation.",45
60379,CHEMBL1921678,1,The discovery of novel cyclohexylamide CCR2 antagonists.,45
128080,CHEMBL5375975,1,"Discovery of Potent, Selective, and Orally Bioavailable DYRK2 Inhibitors for the Treatment of Prostate Cancer.",45
126520,CHEMBL5325400,1,"Discovery and biological evaluation of 4,6-pyrimidine analogues with potential anticancer agents as novel colchicine binding site inhibitors.",45
124656,CHEMBL5154906,1,"Design of a Potent, Selective, and Brain-Penetrant Inhibitor of Wnt-Deactivating Enzyme Notum by Optimization of a Crystallographic Fragment Hit.",44
121997,CHEMBL5046235,1,"Discovery of novel and orally bioavailable CDK 4/6 inhibitors with high kinome selectivity, low toxicity and long-acting stability for the treatment of multiple myeloma.",44
137894,CHEMBL6177982,1,Structural Optimization of Pyrazole Compounds as Hsp90 Regulators with Enhanced Antitumor Activity.,44
127060,CHEMBL5344413,1,"Discovery of 4-(1,2,4-Oxadiazol-5-yl)azepan-2-one Derivatives as a New Class of Cannabinoid Type 2 Receptor Agonists for the Treatment of Inflammatory Pain.",44
137239,CHEMBL6120968,1,"Discovery of Thiadiazoleamide Derivatives as Potent, Selective, and Orally Available Antagonists Disrupting Androgen Receptor Homodimer.",44
122260,CHEMBL5053535,1,"Design, synthesis and biological evaluation of novel aminopyrazole- and 7-azaindole-based Nek1 inhibitors and their effects on zebrafish kidney development.",44
137318,CHEMBL6121047,1,"Design, Synthesis, and Evaluation of Selective PDE4 Inhibitors for the Therapy of Pulmonary Injury.",44
110927,CHEMBL4325862,2,Identification of novel quinazoline derivatives as potent antiplasmodial agents.,44
120294,CHEMBL4813953,1,Kinetics-Driven Drug Design Strategy for Next-Generation Acetylcholinesterase Inhibitors to Clinical Candidate.,44
